id,text,emotion
1175,o jungkook eh mt meu soulmate gravando as coisas do dia dele colocando ali eu me sinto mt uma partezinha da vida dele assim? :( da pra imaginar ele gravando os amigo dele fazendo bosta e me mandando no zap pra eu rir tb,Dúvida
1176,É pedir demais um emprego em que eu vá feliz e com vontade de trabalhar? :(,Dúvida
1177,e se ele nao quiser falar comigo? :(,Dúvida
1178,como faz pra recuperar documentos excluídos da lixeira? :(,Dúvida
1179,o jungkook??????? é o homem mais talentoso do mundo todinho de verdade eu sempre fico :( chocada pq parece que o meu peito vai explodir de amor sabe,Dúvida
1180,saudade de quando o harry usava jeans e aquelas botas dele :( harry pq me matou?,Dúvida
1181,E governador hein? Tamo lascados!!!! Tô achando que nem segundo turno vai,Dúvida
1182,sera que vai ter alguma festa de hallowen nessa cidade? :(,Dúvida
1183,Por que a Natalia tá triste? :(,Dúvida
1184,Quero saber quando que eu vou acordar em um dia que todos saibam o que de fato é feminismo e achem esse movimento tão bonito e importante quanto eu acho? :( #EleNão #EleNunca #EleJamais,Dúvida
1185,Alguma dica pra afinar a cintura? A minha tá horrorosa,Dúvida
1186,GENTE minha viagem pra BGS já está toda paga mas o dono do AP acabou de cancelar comigo!! Falta só uma semana eu preciso de um AP pra 3 pessoas em SP. Alguém tem contato? pf RT pra me ajudar,Dúvida
1187,Ando bué????? É depois dou ghost a toda a gente e sinto-me bué mal :(,Dúvida
1188,Pegou pesado ontem a respeito dos nomes de cobras :( — um anônimo chegar do nada achando que pode me cobrar beijo (?),Dúvida
1189,Olha essa KLG... o BR não era melhor q esses times? Pq perdemos sempre de forma vergonhosa? :( Oq me deixa mais triste é... o cenário BR sempre foi o melhor dos wildcards,Dúvida
1190,Não consegui assistir ao #LaVozMexico ontem. :( Aonde eu posso assistir? Fica disponível no Las Estrellas?,Dúvida
1191,mano weki meki so tem 88k de follows na conta do tt???? que absurdo,Dúvida
1192,Acordar 5hrs p ver a KBM perdendo? Que nada,Dúvida
1193,Mas afinal la casa de papel já saiu ou não? :(,Dúvida
1194,Fim de semana foi foda e tal.. mas falta muito pra chegar sábado? É q to com saudade :( #SegundaDetremuraSDV,Dúvida
1195,Aaaaaaaaaaaaaa Será que São Paulo consegue resistir a uma chuva sem deixar pra trás um trânsito horrível? :( Eu só queria ser uma princesa pontual,Dúvida
1196,Mais uma vez perdendo o jogo na selva... :( Será que não ter jungler ótimo no BR continua sendo um problema estrutural? #Worlds2018 #GoKBM,Dúvida
1197,"""Líderes evangélicos"" - GRANDE BOSTA!!!!!!!! #prontofalei Cadê o estado laico!? Socorro :( Queria muito que inferno existisse",Dúvida
1198,Conseguiste concretizar alguns objetivos este ano? — Que eu me lembre,Dúvida
1199,Você é lésbica Gold Star? (Apenas no caso de você não sabe o que significa,Dúvida
1200,E essa minha internet que está uma merda e não quer carregar esse site que amo e queria usa-lo nesse momento!? :(,Dúvida
1201,Então mas a mim ninguém me convida para ir às escolas apoiar as vossas listas? :( Tenho quase 2 mil seguidores,Dúvida
1202,Preciso de uma agenda nova agora cadê o money?:((((,Dúvida
1203,Segunda? Não :(,Dúvida
1204,Conseguiste concretizar alguns objetivos este ano? — Não,Dúvida
1205,Conseguiste concretizar alguns objetivos este ano? — no começo desse ano eu jurei que não ia namorar,Dúvida
1206,spielberg? sério? é kubrick,Dúvida
1207,cara como assim eu dormi sem desejar boa viagem pra ele? A :(,Dúvida
1208,Cameraaaa anue naaa :((( December 18 pa? huhu,Dúvida
1209,Adivinhem do que me esqueci em Arganil? That’s right ,Dúvida
1210,Acabei Rick e morty e agora? :((,Dúvida
1211,O que esse ´´amor`` tem de tão diferente que prende a gente? ninguém abre mão :(,Dúvida
1212,ninguém me qr ir buscar à escola hoje ? :( saio às 16.30 e não tenho como ir p casa :),Dúvida
1213,minha gastrite resolveu atacar a essa hora :( como q dorme ???,Dúvida
1214,Conseguiste concretizar alguns objetivos este ano? — Epah,Dúvida
1215,Decepção da semana é saber que a mãe da Kéfera apoia o Bolsonaro. ): Ela parecia uma mulher tão legal. Será que é homofóbica? :(,Dúvida
1216,oi falta de ar será que você podia me atazanar outra hora? eu preciso dormir pelo menos um pouco :(,Dúvida
1217,Que me falta?:(,Dúvida
1218,cade o sono??? :((,Dúvida
1219,Es mi falta de amor propio o k?:(,Dúvida
1220,Por que sempre tem que ir embora? Se não fizesse falta,Dúvida
1221,a n :( pq eu tenho tanto ciúmes? Isso n é saudável,Dúvida
1222,Int amor será que rola aquela live lá???? Assim só pra saber msm,Dúvida
1223,meninas vcs que se sentem bem e felizes com o próprio corpo como é a sensação??? :((,Dúvida
1224,alguem joga lolzin comigo ? :(,Dúvida
1225,poxa a carinha dele :( ai poxa pq ele é assim?????? hm to triste,Dúvida
1226,vcs também tem amigos que riem de voce em TUDO??? não pode fazer um “a” que já tá te colocando pra baixo :(,Dúvida
1227,Eu to carente e meu namorado quer dormir :( o que fazer?,Dúvida
1228,Reativa um dos perfis...eu nunca mais vou poder falar com você??? Caramba,Dúvida
1229,"""Do que sente falta?"" é um complicado até pra mim ... eu não entendo",Dúvida
1230,alguem acordado ai? :(,Dúvida
1231,aaa :(( e au dos profs? vc vai continuar? — Vou sim,Dúvida
1232,nao era pra mim ter stalkeada certa pessoa............:( sera se elx tá vendo meus tweets tb??? :/,Dúvida
1233,parando pra pensar pq será que o taehyung não tá mais aparecendo no tt? nem live,Dúvida
1234,não gosto de te ver tristinho :( o que posso fazer pra te animar? — acho que nada amor,Dúvida
1235,gente socorro alguém conversa comigo??? todo mundo foi dormir e eu to sozinha agora :(((,Dúvida
1236,gente alguém q joga lol pode jogar agora pra completar time no squad?? :(,Dúvida
1237,e a lilo que tentou ajudar e levou um murro na cara? :(,Dúvida
1238,sla essas selca dele q ele ta simplesmrnte ?? naturalzinho todo soft cabo de sai do banhozinho dele me deixa warm demais eu so fico imaginando ele indo deita :((,Dúvida
1239,pq foi ruim? o que fez no dia? — aah.. coisinhas pessoais :(( nn fiz nada demais,Dúvida
1240,pq nao botaram minha mensagem pro day6 no livro? :(((,Dúvida
1241,pq gostar de scott pilgrim eh tao caro? eu só queria todas as edições coloridas :(,Dúvida
1242,só sei que senti muito medo ouvindo a voz dele nesse vídeo :( até quando nós mulheres vamos sentir medo? meu deus...,Dúvida
1243,cade as mina pra ve desenho agarradinho essa hora do dia? :(,Dúvida
1244,vc tem algum animal de estimação? — eu tinha :( eu me mudei de casa e ele sumiu.. e você? (era um gatinho,Dúvida
1245,Meu pai trouxe Yakisoba né. Daí que deixou que colocassem camarão... Quem é super alérgica a camarão? Isso,Dúvida
1246,é pedir demais alguém pra jogar cmg agora??? ngm me atende nesta merda :(,Dúvida
1247,o pito :(((( ele dá um chute nas bola de todos os meus problemas???? ansiedade?????? crise de etc????? problema de dinheiro???? WHAT THE FUCK IS THIS SHIT QUANDO ELE TA SORRINDO ASSIM FAZENDO MEU MUNDO BRILHAR TODINHO?????????,Dúvida
1248,Sábado e eu to como ? Parecendo uma cabotiã de tanto que chorei nesse ep de Good Doctor das irmãs siamesas :(,Dúvida
1249,alguém fala para o jimin que eu o amo mais do que tudo? :(,Dúvida
1250,ai perdão gente eu ia att a au mas to com sono demais pra isso :( amanhã att muito ok?,Dúvida
